SAMPLE,DESCRIP,NUMBER,TAKEOFF,KILOVOLT,CURRENT,BEAMSIZE,LINE,REL_LINE,Zn_WT_PCT,S_WT_PCT,Ga_WT_PCT,Ge_WT_PCT,Mn_WT_PCT,Co_WT_PCT,Fe_WT_PCT,As_WT_PCT,Se_WT_PCT,Cd_WT_PCT,Cu_WT_PCT,Ni_WT_PCT,Sb_WT_PCT,Ag_WT_PCT,Pb_WT_PCT,TOTAL,Zn_AT_PCT,S_AT_PCT,Ga_AT_PCT,Ge_AT_PCT,Mn_AT_PCT,Co_AT_PCT,Fe_AT_PCT,As_AT_PCT,Se_AT_PCT,Cd_AT_PCT,Cu_AT_PCT,Ni_AT_PCT,Sb_AT_PCT,Ag_AT_PCT,Pb_AT_PCT,FORMULA,BASIS,Zn_FORMULA,S_FORMULA,Ga_FORMULA,Ge_FORMULA,Mn_FORMULA,Co_FORMULA,Fe_FORMULA,As_FORMULA,Se_FORMULA,Cd_FORMULA,Cu_FORMULA,Ni_FORMULA,Sb_FORMULA,Ag_FORMULA,Pb_FORMULA,Zn_CDL99,S_CDL99,Ga_CDL99,Ge_CDL99,Mn_CDL99,Co_CDL99,Fe_CDL99,As_CDL99,Se_CDL99,Cd_CDL99,Cu_CDL99,Ni_CDL99,Sb_CDL99,Ag_CDL99,Pb_CDL99,DATETIME
C22MAH2_S1_I11,N/A,16,40,20,100,10,249,1,65.861,33.134,0.035,0.049,-0.002,0.014,0.164,0.017,0.021,0.124,0.092,0.016,0.02,0.021,,99.567,49.174,50.436,0.025,0.033,-0.002,0.012,0.143,0.011,0.013,0.054,0.07,0.014,0.008,0.01,,1,S,0.975,1,0.0005,0.0006,0,0.0002,0.0028,0.0002,0.0003,0.0011,0.0014,0.0003,0.0002,0.0002,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I11,N/A,16,40,20,100,10,250,2,65.704,33.154,0.022,0.055,0.004,0.023,0.153,0.014,0.01,0.115,0.092,0.006,0.016,-0.006,,99.363,49.117,50.529,0.015,0.037,0.004,0.019,0.134,0.009,0.006,0.05,0.07,0.005,0.006,-0.003,,1,S,0.9721,1,0.0003,0.0007,0.0001,0.0004,0.0026,0.0002,0.0001,0.001,0.0014,0.0001,0.0001,-0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I11,N/A,16,40,20,100,10,251,3,65.193,32.949,0.013,0.024,0.001,0.024,0.155,0.004,0.006,0.292,0.032,0.012,0.005,0.007,,98.717,49.076,50.567,0.009,0.016,0.001,0.02,0.137,0.003,0.003,0.128,0.024,0.01,0.002,0.003,,1,S,0.9705,1,0.0002,0.0003,0,0.0004,0.0027,0.0001,0.0001,0.0025,0.0005,0.0002,0,0.0001,,0.0275,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0105,0.0176,,11/7/2018
C22MAH2_S1_I11,N/A,16,40,20,100,10,252,4,65.733,33.089,0.017,0.011,0.004,0.012,0.147,0.015,0.016,0.157,0.007,0.01,0.01,0,,99.227,49.22,50.514,0.012,0.008,0.004,0.01,0.129,0.01,0.01,0.068,0.005,0.008,0.004,0,,1,S,0.9744,1,0.0002,0.0002,0.0001,0.0002,0.0025,0.0002,0.0002,0.0014,0.0001,0.0002,0.0001,0,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I11,N/A,16,40,20,100,10,253,5,65.848,33.132,0.018,0.031,0.001,0.017,0.18,0.015,0.004,0.187,0.059,0.01,-0.001,0.004,,99.505,49.188,50.458,0.013,0.021,0.001,0.014,0.157,0.01,0.003,0.081,0.045,0.008,0,0.002,,1,S,0.9748,1,0.0002,0.0004,0,0.0003,0.0031,0.0002,0.0001,0.0016,0.0009,0.0002,0,0,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I17,N/A,17,40,20,100,10,254,1,65.513,33.275,0.004,0.058,0,0.026,0.194,0.008,0.019,0.223,0.07,0.014,0.015,0.001,,99.417,48.923,50.66,0.003,0.039,0,0.021,0.169,0.005,0.012,0.097,0.054,0.011,0.006,0,,1,S,0.9657,1,0.0001,0.0008,0,0.0004,0.0033,0.0001,0.0002,0.0019,0.0011,0.0002,0.0001,0,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0099,0.0035,0.0081,0.007,0.0175,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,255,1,65.796,33.28,0.054,0.075,0.002,0.022,0.196,0.027,0.024,0.169,0.138,0.015,0.015,0.007,,99.817,48.981,50.51,0.037,0.05,0.002,0.018,0.17,0.017,0.015,0.073,0.105,0.013,0.006,0.003,,1,S,0.9697,1,0.0007,0.001,0,0.0004,0.0034,0.0003,0.0003,0.0014,0.0021,0.0003,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,256,2,65.803,33.25,0.059,0.075,0.002,0.017,0.136,0.026,0.017,0.16,0.131,0.017,0.011,0.01,,99.714,49.038,50.516,0.041,0.05,0.002,0.014,0.118,0.017,0.011,0.07,0.1,0.014,0.004,0.005,,1,S,0.9707,1,0.0008,0.001,0,0.0003,0.0023,0.0003,0.0002,0.0014,0.002,0.0003,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,257,3,65.962,33.352,0.06,0.067,0.003,0.02,0.117,0.018,0.015,0.155,0.14,0.009,0.007,0.006,,99.931,49.036,50.548,0.042,0.045,0.003,0.017,0.102,0.012,0.009,0.067,0.107,0.007,0.003,0.003,,1,S,0.9701,1,0.0008,0.0009,0.0001,0.0003,0.002,0.0002,0.0002,0.0013,0.0021,0.0001,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,258,4,65.978,33.288,0.064,0.07,-0.001,0.019,0.114,0.02,0.015,0.146,0.135,0.019,0.024,0.003,,99.894,49.088,50.491,0.045,0.047,-0.001,0.016,0.1,0.013,0.009,0.063,0.103,0.016,0.01,0.001,,1,S,0.9722,1,0.0009,0.0009,0,0.0003,0.002,0.0003,0.0002,0.0012,0.002,0.0003,0.0002,0,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,259,5,65.912,33.289,0.078,0.056,0.002,0.023,0.111,0.019,0.011,0.15,0.131,0.014,0.013,0,,99.809,49.067,50.522,0.055,0.038,0.002,0.019,0.097,0.012,0.007,0.065,0.1,0.012,0.005,0,,1,S,0.9712,1,0.0011,0.0007,0,0.0004,0.0019,0.0002,0.0001,0.0013,0.002,0.0002,0.0001,0,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,260,6,66.128,33.297,0.07,0.06,0.003,0.022,0.109,0.023,0.021,0.16,0.121,0.008,0.016,0.021,,100.061,49.139,50.443,0.049,0.04,0.002,0.019,0.095,0.015,0.013,0.069,0.092,0.007,0.006,0.01,,1,S,0.9741,1,0.001,0.0008,0.0001,0.0004,0.0019,0.0003,0.0003,0.0014,0.0018,0.0001,0.0001,0.0002,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,261,7,66.212,33.272,0.066,0.067,0,0.021,0.111,0.019,0.013,0.163,0.138,0.017,0.017,0.008,,100.124,49.185,50.389,0.046,0.045,0,0.017,0.096,0.013,0.008,0.071,0.105,0.014,0.007,0.004,,1,S,0.9761,1,0.0009,0.0009,0,0.0003,0.0019,0.0002,0.0002,0.0014,0.0021,0.0003,0.0001,0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,262,8,65.903,33.295,0.062,0.078,0.003,0.018,0.116,0.017,0.022,0.162,0.131,0.01,0.017,0.018,,99.851,49.049,50.52,0.043,0.052,0.002,0.015,0.101,0.011,0.013,0.07,0.1,0.008,0.007,0.008,,1,S,0.9709,1,0.0009,0.001,0,0.0003,0.002,0.0002,0.0003,0.0014,0.002,0.0002,0.0001,0.0002,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.0099,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I18,N/A,18,40,20,100,10,263,9,65.737,33.41,0.052,0.067,0.002,0.027,0.148,0.018,0.007,0.253,0.123,0.006,0.018,0.001,,99.869,48.883,50.65,0.036,0.045,0.002,0.022,0.129,0.012,0.004,0.109,0.094,0.005,0.007,0,,1,S,0.9651,1,0.0007,0.0009,0,0.0004,0.0026,0.0002,0.0001,0.0022,0.0019,0.0001,0.0001,0,,0.0274,0.0042,0.0072,0.0096,0.0035,0.0099,0.0035,0.0081,0.007,0.0176,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I19,N/A,19,40,20,100,10,265,1,66.604,33.298,0.004,0.035,0.003,0.013,0.22,0.015,0.017,0.366,0.031,0.007,0.003,0.008,,100.623,49.305,50.253,0.003,0.023,0.002,0.011,0.191,0.009,0.011,0.158,0.024,0.006,0.001,0.004,,1,S,0.9811,1,0.0001,0.0005,0,0.0002,0.0038,0.0002,0.0002,0.0031,0.0005,0.0001,0,0.0001,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0099,0.0035,0.0081,0.007,0.0175,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I19,N/A,19,40,20,100,10,266,2,66.486,33.362,0.025,0.01,-0.001,0.019,0.229,0.008,0.007,0.25,-0.003,0.007,0.019,0.017,,100.436,49.246,50.38,0.017,0.007,-0.001,0.015,0.199,0.005,0.004,0.108,-0.002,0.005,0.007,0.008,,1,S,0.9775,1,0.0003,0.0001,0,0.0003,0.0039,0.0001,0.0001,0.0021,0,0.0001,0.0001,0.0002,,0.0274,0.0042,0.0072,0.0095,0.0035,0.0098,0.0035,0.0081,0.007,0.0175,0.0061,0.01,0.0104,0.0176,,11/7/2018
C22MAH2_S1_I19,N/A,19,40,20,100,10,267,3,64.828,32.775,0.002,0.013,-0.003,0.025,0.21,0.01,0.007,0.407,0.035,0.011,0.008,0.004,,98.332,49.024,50.531,0.001,0.009,-0.003,0.021,0.186,0.007,0.004,0.179,0.027,0.009,0.003,0.002,,1,S,0.9702,1,0,0.0002,-0.0001,0.0004,0.0037,0.0001,0.0001,0.0035,0.0005,0.0002,0.0001,0,,0.0286,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0104,0.0109,0.0183,,11/7/2018
C22MAH2_S1_I19,N/A,19,40,20,100,10,268,4,65.086,32.994,0.014,0.007,-0.001,0.016,0.296,-0.004,-0.001,0.383,0.021,0.006,0.007,-0.003,,98.82,48.944,50.583,0.01,0.005,0,0.013,0.26,-0.003,-0.001,0.168,0.016,0.005,0.003,-0.001,,1,S,0.9676,1,0.0002,0.0001,0,0.0003,0.0051,-0.0001,0,0.0033,0.0003,0.0001,0.0001,0,,0.0286,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0104,0.0109,0.0183,,11/7/2018
C22MAH2_S1_I19,N/A,19,40,20,100,10,269,5,64.446,33.034,0.002,0.063,-0.002,0.012,0.171,0.013,0.008,0.147,0.109,-0.001,0.015,-0.004,,98.012,48.718,50.912,0.001,0.043,-0.002,0.01,0.151,0.009,0.005,0.064,0.085,-0.001,0.006,-0.002,,1,S,0.9569,1,0,0.0008,0,0.0002,0.003,0.0002,0.0001,0.0013,0.0017,0,0.0001,0,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0105,0.0109,0.0183,,11/7/2018
C22MAH2_S1_I22,N/A,20,40,20,100,10,271,1,64.758,32.865,0.08,0.049,-0.006,0.018,0.116,0.004,0.012,0.191,0.12,0.013,0.004,-0.004,,98.222,48.951,50.648,0.057,0.033,-0.005,0.015,0.102,0.003,0.007,0.084,0.094,0.011,0.002,-0.002,,1,S,0.9665,1,0.0011,0.0007,-0.0001,0.0003,0.002,0.0001,0.0001,0.0017,0.0018,0.0002,0,0,,0.0286,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0104,0.0109,0.0183,,11/7/2018
C22MAH2_S1_I23,N/A,21,40,20,100,10,277,1,64.541,32.932,0.01,-0.01,-0.001,0.014,0.254,0.007,0.006,0.472,0.002,0.012,0.011,0.001,,98.252,48.783,50.748,0.007,-0.007,-0.001,0.012,0.225,0.005,0.004,0.207,0.002,0.01,0.004,0,,1,S,0.9613,1,0.0001,-0.0001,0,0.0002,0.0044,0.0001,0.0001,0.0041,0,0.0002,0.0001,0,,0.0286,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0104,0.0109,0.0183,,11/7/2018
C22MAH2_S1_I23,N/A,21,40,20,100,10,278,2,64.59,32.965,0.024,0.005,-0.005,0.006,0.277,0.011,0.006,0.526,0.02,-0.001,0.009,0.013,,98.445,48.747,50.722,0.017,0.003,-0.004,0.005,0.245,0.007,0.004,0.231,0.015,-0.001,0.004,0.006,,1,S,0.9611,1,0.0003,0.0001,-0.0001,0.0001,0.0048,0.0001,0.0001,0.0045,0.0003,0,0.0001,0.0001,,0.0286,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0106,0.0109,0.0183,,11/7/2018
C22MAH2_S1_I23,N/A,21,40,20,100,10,279,3,64.746,32.989,-0.002,-0.005,-0.003,0.01,0.288,-0.006,0.007,0.617,-0.017,0,-0.001,0.005,,98.629,48.797,50.688,-0.002,-0.004,-0.003,0.009,0.254,-0.004,0.004,0.27,-0.013,0,0,0.002,,1,S,0.9627,1,0,-0.0001,-0.0001,0.0002,0.005,-0.0001,0.0001,0.0053,-0.0003,0,0,0,,0.0286,0.0044,0.0075,0.01,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0104,0.0109,0.0183,,11/7/2018
C22MAH2_S1_I23,N/A,21,40,20,100,10,280,4,64.592,32.878,-0.009,-0.013,0,0.011,0.254,0.002,0.002,0.71,-0.013,0.005,0.009,0.007,,98.435,48.812,50.654,-0.006,-0.009,0,0.009,0.224,0.001,0.001,0.312,-0.01,0.004,0.004,0.003,,1,S,0.9636,1,-0.0001,-0.0002,0,0.0002,0.0044,0,0,0.0062,-0.0002,0.0001,0.0001,0.0001,,0.0286,0.0044,0.0075,0.01,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0104,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,284,3,64.77,32.806,0.009,0.058,0,0.013,0.157,0.002,0.001,0.142,0.093,0.002,0.012,-0.003,,98.061,49.032,50.631,0.006,0.04,0,0.011,0.139,0.002,0.001,0.062,0.072,0.002,0.005,-0.001,,1,S,0.9684,1,0.0001,0.0008,0,0.0002,0.0028,0,0,0.0012,0.0014,0,0.0001,0,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0063,0.0104,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,286,5,64.708,32.76,0.002,0.019,0,0.013,0.215,-0.003,-0.008,0.361,0.034,0.002,0.001,-0.007,,98.097,49.015,50.592,0.001,0.013,0,0.011,0.191,-0.002,-0.005,0.159,0.026,0.002,0,-0.003,,1,S,0.9688,1,0,0.0003,0,0.0002,0.0038,0,-0.0001,0.0031,0.0005,0,0,-0.0001,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0104,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,287,6,64.814,32.613,0,0.013,-0.001,0.01,0.205,0.011,0.01,0.362,0.022,0.007,0,0.008,,98.072,49.166,50.437,0,0.009,-0.001,0.008,0.182,0.007,0.006,0.16,0.017,0.006,0,0.004,,1,S,0.9748,1,0,0.0002,0,0.0002,0.0036,0.0001,0.0001,0.0032,0.0003,0.0001,0,0.0001,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0085,0.0073,0.0183,0.0064,0.0104,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,288,7,64.989,32.792,-0.003,0.04,-0.004,0.009,0.167,0.007,0.003,0.183,0.069,0,0.004,-0.003,,98.253,49.136,50.546,-0.002,0.027,-0.003,0.007,0.148,0.005,0.002,0.08,0.054,0,0.002,-0.001,,1,S,0.9721,1,-0.0001,0.0005,-0.0001,0.0001,0.0029,0.0001,0,0.0016,0.0011,0,0,0,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0085,0.0073,0.0183,0.0063,0.0104,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,289,8,65.102,32.766,-0.004,0.024,-0.002,0.011,0.161,0.009,-0.002,0.17,0.053,-0.002,0.006,-0.002,,98.29,49.215,50.5,-0.003,0.017,-0.001,0.01,0.143,0.006,-0.001,0.075,0.041,-0.001,0.002,-0.001,,1,S,0.9746,1,-0.0001,0.0003,0,0.0002,0.0028,0.0001,0,0.0015,0.0008,0,0,0,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0085,0.0073,0.0183,0.0063,0.0105,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,290,9,64.889,32.7,-0.002,0.036,-0.001,0.02,0.189,0.011,0.009,0.244,0.066,0.008,0.005,-0.003,,98.171,49.134,50.48,-0.002,0.025,-0.001,0.017,0.167,0.008,0.005,0.108,0.052,0.007,0.002,-0.001,,1,S,0.9733,1,0,0.0005,0,0.0003,0.0033,0.0002,0.0001,0.0021,0.001,0.0001,0,0,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0085,0.0073,0.0183,0.0063,0.0104,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,293,12,64.907,32.957,0.023,0.048,-0.002,0.03,0.15,0.015,0.012,0.182,0.102,0.005,0.004,-0.007,,98.426,48.947,50.669,0.017,0.032,-0.002,0.025,0.133,0.01,0.007,0.08,0.079,0.004,0.002,-0.003,,1,S,0.966,1,0.0003,0.0006,0,0.0005,0.0026,0.0002,0.0001,0.0016,0.0016,0.0001,0,-0.0001,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0085,0.0073,0.0183,0.0063,0.0104,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,294,13,64.855,32.858,0.027,0.043,-0.002,0.009,0.158,0.007,0.008,0.169,0.09,0.011,0.013,0.009,,98.255,49.011,50.623,0.019,0.029,-0.001,0.008,0.139,0.005,0.005,0.074,0.07,0.009,0.005,0.004,,1,S,0.9682,1,0.0004,0.0006,0,0.0002,0.0028,0.0001,0.0001,0.0015,0.0014,0.0002,0.0001,0.0001,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0085,0.0073,0.0183,0.0063,0.0104,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I27,N/A,22,40,20,100,10,296,15,64.613,32.89,0.021,0.02,-0.001,0.004,0.2,0.008,0.006,0.246,0.043,-0.003,0.001,0.015,,98.065,48.894,50.741,0.015,0.014,-0.001,0.004,0.177,0.005,0.004,0.108,0.034,-0.002,0.001,0.007,,1,S,0.9636,1,0.0003,0.0003,0,0.0001,0.0035,0.0001,0.0001,0.0021,0.0007,-0.0001,0,0.0001,,0.0285,0.0044,0.0075,0.0099,0.0036,0.0103,0.0037,0.0084,0.0073,0.0183,0.0063,0.0105,0.0109,0.0183,,11/8/2018
C22MAH2_S1_I30,N/A,25,40,20,100,10,306,6,64.657,32.834,0.042,0.008,-0.003,0.022,0.157,0.029,0.023,0.164,0.057,0.016,0.01,0.002,,98.018,48.956,50.685,0.03,0.006,-0.003,0.019,0.139,0.019,0.014,0.072,0.045,0.014,0.004,0.001,,1,S,0.9659,1,0.0006,0.0001,-0.0001,0.0004,0.0027,0.0004,0.0003,0.0014,0.0009,0.0003,0.0001,0,,0.0284,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0084,0.0073,0.0182,0.0063,0.0104,0.0108,0.0183,,11/8/2018
C22MAH2_S1_I31,N/A,26,40,20,100,10,307,1,64.57,33.026,0.004,0.028,-0.004,0.012,0.194,0.006,0.007,0.254,0.054,0.004,0.015,0.003,,98.172,48.771,50.857,0.003,0.019,-0.003,0.01,0.171,0.004,0.005,0.112,0.042,0.004,0.006,0.001,,1,S,0.959,1,0,0.0004,-0.0001,0.0002,0.0034,0.0001,0.0001,0.0022,0.0008,0.0001,0.0001,0,,0.0284,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0084,0.0073,0.0182,0.0063,0.0104,0.0108,0.0183,,11/8/2018
C22MAH2_S1_I31,N/A,26,40,20,100,10,311,5,64.747,32.824,-0.002,-0.006,-0.002,0.006,0.245,0.012,0.013,0.225,-0.006,0.019,0.001,-0.01,,98.067,49.009,50.653,-0.002,-0.004,-0.002,0.005,0.217,0.008,0.008,0.099,-0.004,0.016,0.001,-0.005,,1,S,0.9675,1,0,-0.0001,0,0.0001,0.0043,0.0002,0.0002,0.002,-0.0001,0.0003,0,-0.0001,,0.0284,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0084,0.0073,0.0182,0.0063,0.0104,0.0108,0.0183,,11/8/2018
C22MAH2_S1_I31,N/A,26,40,20,100,10,316,10,64.712,32.969,-0.011,0.032,-0.003,0.013,0.168,0.004,0.016,0.155,0.048,0.005,0.005,0.001,,98.112,48.907,50.799,-0.008,0.022,-0.003,0.011,0.148,0.002,0.01,0.068,0.037,0.004,0.002,0,,1,S,0.9628,1,-0.0002,0.0004,-0.0001,0.0002,0.0029,0,0.0002,0.0013,0.0007,0.0001,0,0,,0.0284,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0084,0.0072,0.0182,0.0063,0.0103,0.0108,0.0182,,11/8/2018
C22MAH2_S1_I31,N/A,26,40,20,100,10,317,11,65.089,33.114,-0.007,0.044,-0.004,0.009,0.18,0.012,0.011,0.216,0.062,0.009,0.007,0,,98.743,48.912,50.733,-0.005,0.03,-0.004,0.008,0.159,0.008,0.007,0.094,0.048,0.007,0.003,0,,1,S,0.9641,1,-0.0001,0.0006,-0.0001,0.0002,0.0031,0.0002,0.0001,0.0019,0.0009,0.0001,0.0001,0,,0.0284,0.0044,0.0075,0.0099,0.0036,0.0102,0.0037,0.0084,0.0073,0.0182,0.0063,0.0104,0.0108,0.0182,,11/8/2018
C55STJ4_S1_I5,N/A,27,40,20,100,10,324,7,64.89,33.117,0.007,0.007,0.003,0.016,0.107,0.009,0.008,0.865,-0.012,0.002,0.017,0.029,,99.065,48.753,50.726,0.005,0.005,0.003,0.014,0.094,0.006,0.005,0.378,-0.009,0.002,0.007,0.013,,1,S,0.9611,1,0.0001,0.0001,0.0001,0.0003,0.0019,0.0001,0.0001,0.0075,-0.0002,0,0.0001,0.0003,,0.0288,0.0044,0.0076,0.01,0.0036,0.0104,0.0037,0.0085,0.0073,0.0185,0.0064,0.0105,0.011,0.0185,,11/8/2018
C55STJ4_S1_I5,N/A,27,40,20,100,10,325,8,64.942,32.954,-0.001,0.01,0.002,0.011,0.115,0.011,0.014,0.89,-0.01,0.011,0.01,0.007,,98.967,48.89,50.578,-0.001,0.006,0.002,0.01,0.102,0.007,0.009,0.39,-0.008,0.009,0.004,0.003,,1,S,0.9666,1,0,0.0001,0,0.0002,0.002,0.0001,0.0002,0.0077,-0.0002,0.0002,0.0001,0.0001,,0.0288,0.0044,0.0076,0.01,0.0036,0.0104,0.0037,0.0085,0.0073,0.0185,0.0064,0.0105,0.011,0.0185,,11/8/2018
C55STJ4_S1_I5,N/A,27,40,20,100,10,326,9,64.533,32.919,0.011,0.008,0.002,0.021,0.119,0.01,0.009,0.887,-0.015,0.004,0.009,0.015,,98.532,48.754,50.704,0.008,0.006,0.002,0.017,0.105,0.007,0.006,0.39,-0.012,0.003,0.004,0.007,,1,S,0.9616,1,0.0002,0.0001,0,0.0003,0.0021,0.0001,0.0001,0.0077,-0.0002,0.0001,0.0001,0.0001,,0.0288,0.0044,0.0076,0.01,0.0036,0.0104,0.0037,0.0085,0.0073,0.0185,0.0064,0.0105,0.011,0.0185,,11/8/2018
C55STJ4_S1_I5,N/A,27,40,20,100,10,327,10,64.287,32.905,-0.003,0.008,0.005,0.015,0.136,0.005,0.012,0.925,-0.018,0.014,0.021,0.006,,98.318,48.657,50.775,-0.002,0.006,0.004,0.012,0.121,0.004,0.008,0.407,-0.014,0.012,0.009,0.003,,1,S,0.9583,1,0,0.0001,0.0001,0.0002,0.0024,0.0001,0.0002,0.008,-0.0003,0.0002,0.0002,0.0001,,0.0288,0.0044,0.0076,0.01,0.0036,0.0104,0.0037,0.0085,0.0073,0.0185,0.0064,0.0105,0.011,0.0185,,11/8/2018
C55STJ4_S1_I6,N/A,28,40,20,100,10,328,1,64.424,33.227,0.005,0.01,0.001,0.006,0.215,0.004,0.013,0.6,-0.012,0.007,0.02,0.019,,98.54,48.505,51.002,0.003,0.006,0.001,0.005,0.189,0.003,0.008,0.263,-0.01,0.006,0.008,0.009,,1,S,0.951,1,0.0001,0.0001,0,0.0001,0.0037,0.0001,0.0002,0.0052,-0.0002,0.0001,0.0002,0.0002,,0.0287,0.0044,0.0076,0.01,0.0036,0.0104,0.0037,0.0085,0.0073,0.0184,0.0064,0.0105,0.011,0.0185,,11/8/2018
C55STJ4_S1_I6,N/A,28,40,20,100,10,329,2,64.378,33.193,-0.008,0,0,0.007,0.238,0.038,0.041,0.654,-0.017,0,0.023,0.05,,98.599,48.477,50.957,-0.005,0,0,0.006,0.21,0.025,0.026,0.286,-0.013,0,0.009,0.023,,1,S,0.9513,1,-0.0001,0,0,0.0001,0.0041,0.0005,0.0005,0.0056,-0.0003,0,0.0002,0.0004,,0.0287,0.0044,0.0076,0.01,0.0036,0.0104,0.0037,0.0085,0.0073,0.0184,0.0064,0.0105,0.011,0.0185,,11/8/2018
